5248,5440,5376,5376,5504,5632,5504,5568,5312,5376,5376,5376,5504,5440,5696,5568,5440,5376,5440,5696,5760,5568,5504,5504,5376,5568,5312,5888,6080,5568,5632,5696,5504,5376,5440,6016,6016,5568,5568,5504,5248,5440,5440,5952,6336,5568,5696,5632,5312,5440,5504,5824,6464,5888,5760,5824,5568,5632,5440,5824,6464,6208,5760,5696
5312,5312,5376,5312,5504,5696,5440,5568,5312,5440,5376,5440,5696,5632,5632,5632,5376,5440,5504,5952,5760,5632,5504,5568,5376,5440,5440,6016,5760,5504,5568,5632,5440,5312,5376,6144,5952,5632,5504,5632,5376,5312,5440,6016,6400,5696,5632,5568,5440,5376,5568,5824,6400,5632,5696,5824,5568,5568,5504,5888,6336,6272,5696,5760
5248,5376,5312,5312,5376,5568,5568,5568,5376,5504,5376,5376,5568,5440,5504,5760,5376,5312,5632,5760,5568,5568,5568,5568,5376,5504,5568,5760,5632,5440,5504,5568,5376,5376,5504,6144,5568,5376,5376,5376,5312,5248,5504,6336,5952,5504,5568,5632,5376,5312,5504,6080,6336,5632,5632,5824,5696,5568,5376,5760,6400,6080,5568,5760
5376,5376,5376,5312,5504,5568,5632,5440,5312,5568,5440,5440,5568,5440,5504,5696,5440,5504,5632,5568,5440,5568,5504,5632,5440,5504,5888,5760,5504,5440,5568,5632,5440,5440,5824,5888,5632,5568,5568,5696,5376,5504,5696,6272,5696,5632,5632,5632,5440,5568,5632,6336,6144,5632,5632,5568,5696,5760,5440,5888,6400,5952,5568,5824
5248,5376,5312,5312,5568,5440,5504,5504,5376,5376,5312,5312,5504,5440,5568,5632,5440,5376,5376,5376,5376,5504,5440,5440,5312,5568,5504,5504,5440,5504,5632,5632,5440,5504,5696,5440,5504,5504,5504,5568,5376,5376,5888,5632,5568,5440,5568,5632,5440,5440,5760,6336,6016,5568,5696,5760,5504,5632,5440,5952,6208,5696,5632,5632
5440,5376,5376,5312,5376,5568,5504,5568,5248,5440,5440,5312,5504,5568,5440,5440,5376,5312,5312,5376,5440,5504,5568,5504,5184,5504,5312,5376,5504,5440,5504,5504,5248,5248,5248,5440,5376,5440,5440,5568,5376,5248,5312,5376,5568,5440,5632,5504,5312,5504,5696,5824,5760,5440,5568,5696,5696,5568,5504,6016,6016,5696,5568,5760
5312,5376,5376,5248,5440,5504,5504,5312,5248,5248,5376,5376,5440,5440,5504,5504,5184,5312,5248,5504,5312,5504,5504,5504,5248,5376,5312,5440,5440,5440,5504,5568,5248,5312,5248,5312,5504,5376,5440,5568,5312,5248,5376,5312,5504,5504,5504,5568,5440,5376,5376,5376,5696,5568,5632,5696,5568,5504,5504,5696,5760,5440,5568,5632
5440,5312,5184,5248,5504,5632,5440,5440,5120,5376,5440,5312,5504,5440,5504,5632,5376,5440,5376,5440,5440,5568,5440,5504,5440,5312,5376,5440,5568,5440,5696,5568,5312,5248,5376,5440,5440,5504,5504,5696,5504,5312,5504,5312,5632,5568,5504,5440,5440,5376,5440,5504,5632,5440,5632,5824,5696,5632,5440,5632,5632,5504,5440,5824
5248,5504,5120,5376,5504,5568,5504,5632,5184,5376,5504,5440,5504,5440,5568,5632,5312,5312,5248,5376,5376,5504,5568,5504,5312,5376,5312,5440,5440,5504,5504,5632,5440,5376,5440,5440,5504,5440,5504,5376,5376,5312,5440,5312,5504,5440,5504,5568,5504,5440,5504,5376,5440,5504,5568,5632,5568,5568,5312,5696,5632,5440,5440,5824
5440,5504,5248,5184,5376,5632,5568,5248,5248,5504,5312,5376,5504,5440,5568,5568,5440,5376,5376,5376,5248,5568,5440,5568,5248,5376,5248,5440,5376,5376,5504,5440,5248,5312,5312,5376,5568,5376,5440,5568,5248,5376,5312,5312,5376,5440,5504,5504,5248,5312,5376,5376,5376,5312,5504,5632,5440,5440,5312,5376,5312,5504,5440,5632
