6080,5312,4672,4672,4864,4928,4928,5056,5568,5568,4992,4800,4800,4800,4928,4992,5632,5120,4864,4800,4736,4928,4800,4800,4992,4928,4864,4800,4864,4864,4800,4928,4864,4800,4800,4800,4736,4928,4992,5120,5120,4864,4800,4672,5056,4864,4928,4992,4864,4800,4864,4736,4864,4928,5056,4992,4992,4864,4800,4672,4736,4800,4928,5056
6144,5888,4928,4736,4800,4992,4928,4864,5888,5696,5120,4864,4928,4928,4864,4864,5824,5568,4928,4800,4864,4864,4800,4864,4800,5184,4800,4992,4928,4800,4864,4992,4736,4800,4864,4864,4928,4672,4928,4864,4864,4928,4800,4736,4928,4864,4928,4928,4736,4864,4800,4736,4800,4864,5056,5120,4864,4928,4736,4800,4800,4800,4864,5056
6336,6016,5440,4736,4800,5056,4736,4928,6016,5952,5824,4992,4800,4864,5056,4928,5760,5696,5248,4928,4800,4800,4800,4864,5056,5568,5312,4864,4864,4864,4800,4928,4928,4864,4736,4992,4800,4864,4928,4992,4800,4800,4736,4736,4800,4736,4992,4928,4736,4672,4928,4736,4800,4864,5056,5120,4736,4992,4736,4672,4800,4864,4800,5120
6016,6336,5632,4928,4992,4864,4928,4992,6144,6400,5632,4928,4864,4864,4928,4992,6080,5952,5504,5312,4864,4928,4928,4864,5696,5888,5696,4992,4864,4800,4992,5056,5056,4928,5376,5184,4800,4928,4928,4992,4800,4800,4800,4864,4928,4864,4864,4864,4928,4800,4800,4800,4800,4928,4992,5120,4864,4992,4672,4800,4800,4864,4736,5120
5760,5760,5760,4864,4928,4864,4800,4992,5760,5952,6144,5312,4992,4800,4928,4992,5696,6144,6080,5504,4864,4864,4672,4928,5568,6272,5760,5120,4928,4736,4864,4928,5440,5824,5824,5504,4864,4928,4992,4928,5056,5184,4928,4928,4928,4864,4992,5056,4864,4928,4736,4736,4800,4864,4992,4928,4928,5056,4736,4928,4928,4800,4864,4992
4992,5248,5312,4864,4864,4928,4864,4992,5376,6080,6016,5312,4992,4992,4992,4928,6016,6016,6144,5824,4928,4928,4736,4800,6016,6144,6016,5696,4992,4864,4992,4928,5888,6208,5952,5696,4928,4800,4864,5056,5824,5952,6464,5760,5056,4864,4992,4928,5632,5632,6208,5632,4992,5056,4992,5184,5568,5632,5312,5056,4928,4864,4800,5120
4928,4864,4800,4800,4864,4992,4992,4992,4800,5184,5120,4992,4992,4864,4864,5056,5056,5120,6080,5888,4928,4928,4864,4864,5120,5952,6208,6144,5248,4864,4864,5184,5568,5760,6272,6336,5120,4864,4992,5120,5952,5952,6080,5888,5184,4992,4992,5056,5824,5888,6080,6016,5184,4992,5120,5184,6080,6080,5888,5952,5568,5056,4928,5120
4864,4736,4672,4608,4864,5056,4928,4800,4544,4864,4864,4736,4800,4736,4928,4928,4864,4800,4928,4992,4928,4992,4736,4864,4864,4992,5120,5760,5632,4928,4928,5120,4992,5056,5952,6400,6144,5248,4928,5120,5184,5568,6016,6272,6144,5056,4928,4928,5120,5888,5952,6208,5760,5120,4992,5120,5248,5824,5952,5824,5824,5120,4928,5120
4672,4672,4544,4608,4736,4864,4800,4864,4544,4736,4736,4608,4800,4672,4800,4800,4736,4736,4736,4608,4800,4864,4736,4736,4544,4800,4800,4800,4864,4736,4736,4800,4672,4736,4672,4992,5056,4928,4864,4992,4800,4864,4864,5312,5696,5376,5248,4864,4800,4800,5184,5824,5952,6080,5888,5184,5120,5120,5568,6080,6272,6208,5696,5184
4736,4736,4800,4608,4736,4992,4864,4992,4416,4800,4736,4672,4800,4864,4864,4992,4736,4800,4800,4672,4736,4928,4800,4992,4736,4736,4672,4800,4864,4800,4928,5056,4992,4800,4736,4992,4992,4992,4992,4864,4800,4928,4800,5248,5248,5056,4928,4992,4864,4864,4864,5312,5824,5632,5632,5312,4928,4992,5056,5696,6080,6208,6016,5568
4544,4800,4672,4672,4800,4864,4864,4928,4608,4800,4736,4608,4800,4864,4800,4992,4736,4736,4736,4736,4672,4800,4800,4864,4800,4736,4672,4800,4800,4800,4928,4992,4800,4736,4736,4864,4864,4864,4928,4992,4864,4928,4800,4928,5120,5120,4928,4992,4928,4928,4672,5120,5504,5440,4992,5056,4992,5184,4928,5376,5696,5952,5504,5248
4736,4608,4672,4608,4864,4864,4928,4992,4672,4736,4736,4672,4928,4800,4864,4992,4736,4672,4800,4736,4672,4800,4736,4864,4544,4864,4608,4736,4800,4864,4736,4992,4800,4736,4736,4800,4928,4928,4928,4928,4800,4736,4800,4800,4992,4864,4800,4992,4800,4864,4992,5248,5120,5312,5184,5056,4992,5056,4992,5568,5696,5888,5568,5184
4672,4800,4544,4672,4800,4864,4864,4928,4672,4800,4672,4736,4864,4800,4800,4864,4736,4736,4800,4608,4800,4736,4672,4800,4608,4800,4672,4736,4864,4736,4928,5120,4928,4864,4736,4992,4928,4800,4928,4992,4736,4736,4928,5056,5120,4992,4992,5056,4928,4864,5056,5760,5440,5696,4992,5184,5120,5056,5568,5824,6080,6208,5376,5312
4480,4736,4672,4608,4736,4864,4864,4928,4608,4864,4736,4608,4800,4800,4928,4864,4736,4672,4672,4672,4864,4928,4800,4672,4736,4864,4672,4800,4800,4736,4864,4928,4864,4608,4736,4864,4864,4928,4928,5056,4928,4928,4928,5440,5248,5120,4928,4928,4992,5120,5760,6080,5952,5952,5248,5056,5376,5696,6208,6464,6464,6272,5696,5120
4736,4736,4736,4608,4928,4928,4928,4928,4608,4672,4864,4736,4864,4736,4928,4928,4800,4736,4800,4736,4736,4800,4736,4608,4864,4928,4736,4800,4864,4928,4800,4928,4864,4736,4800,5056,4864,4864,4864,5056,4992,5120,5952,5632,5760,5504,4992,4928,5376,6656,6720,6784,6336,6016,5376,5248,5760,6080,6848,6272,6208,6272,5376,5184
4800,4736,4800,4672,4800,4864,4928,5056,4608,4736,4736,4672,4800,4736,4928,4992,4864,4800,4800,4800,4864,4864,4800,4864,4672,4992,4928,4928,4864,4800,4928,4992,6080,6656,6464,5760,5568,5056,5120,4992,6080,6720,6464,6144,6336,5824,5184,5120,5888,6080,6208,6144,6272,6336,5504,5248,5824,6208,5952,5696,5504,5312,4992,5120
4800,4736,4736,4672,4800,4928,4736,4864,4736,5056,4736,4736,4992,4800,4992,4992,5568,6144,5248,4928,4864,4992,4864,4864,6016,6080,6080,5504,5248,4864,4864,5056,5888,5952,5952,6208,6272,5888,5248,5184,5760,5952,5952,6080,6336,6016,5120,5056,5760,5440,5376,5376,5120,5056,5120,5248,5184,4992,4800,4800,4864,4928,4864,5184
5056,5120,4736,4608,4864,4992,4992,4928,5760,5952,5248,4800,5056,4864,4928,4928,5952,5952,5824,5312,5120,5120,4864,4928,6016,6016,5696,6400,6336,5824,5056,4864,5888,5632,5760,6144,6144,5376,5120,5184,5312,5504,5696,5376,5184,4992,5120,4928,4992,4928,4992,4800,4800,4928,4928,4992,4864,5184,4800,4672,4864,4736,4864,5248
5952,5760,5632,5440,5376,4928,4928,4992,5632,6016,6144,6016,5952,4928,4736,4992,5824,6144,6080,5952,5504,4864,4672,4864,5568,5760,5824,5504,4992,4736,4800,4928,4928,4864,4928,5120,4864,4800,4800,5056,4800,4800,4736,4672,4800,4800,4992,4928,4864,4672,4736,4608,4736,4928,4800,5056,4672,4800,4672,4608,4736,4800,4864,5120
5824,6208,6144,5888,5312,4928,4864,4992,5888,6144,6144,5760,5312,4928,4992,4928,5888,5952,5888,5632,4864,4864,4800,4928,5248,5312,5376,5312,4864,4608,4736,4864,4864,4800,4672,4928,4800,4736,4928,4992,4864,4736,4544,4672,4864,4736,4800,4864,4736,4736,4672,4800,4736,4800,4992,5184,4800,4800,4672,4800,4864,4864,4928,5120
